city_name,title,address,latitude,longitude,comment
Valence,MÉDIAPHONE DISCOUNT,"Centre commercial Auchan, 1449 Avenue de la République, 07500 Guilherand-Granges, France",44.937935,4.865602,"Horaires exceptionnels: 
Ouverture de 14h à 18h

Possibilité de se faire livrer son telephone à domicile"
Valence,Officiel Mobile Service,"20 Avenue Victor Hugo, 26000 Valence, France",44.929455,4.8906307,"Horaires exceptionnels: 
Ouverture de 14h à 18h

Possibilité de se faire livrer son telephone à domicile"
Valence,La Tartine,"210 Avenue Victor Hugo, 26000 Valence, France",44.92008,4.8857036,Matin jusqu'à 12h30 sauf le mercredi 
Valence,Auchan GUILHERAND-GRANGES,"1449 Avenue de la République, 07500 Guilherand-Granges, France",44.937653,4.86527,
Valence,ALDI,"Angle 331 Avenue Victor Hugo et, Rue Benjamin Franklin, 26000 Valence, France",44.91621,4.8858366,10h 13h et 14h -18h 
Valence,Crédit Mutuel,"28 Avenue Victor Hugo, 26000 Valence, France",44.929207,4.890364,"CRÉDIT MUTUEL, Banque, assurances, téléphonie. ouvert du mardi au vendredi de 9h à 12h et de 14h à 17h, le samedi de 9h à 12h. Vous pouvez nous contacter par mail 08903@creditmutuel.fr, téléphone 04 75 80 37 76."
Valence,Boucherie le Mistral,"126 Rue Louis Pasteur, 07500 Guilherand-Granges, France",44.933247,4.8807964,"Changement d'horaires à partir de Lundi 23:
Boucherie charcuterie traiteur "
Valence,Au Comptoir Fruitier,"19 Place Europe, 26000 Valence, France",44.930725,4.9238353,
Valence,Super Qi,"36 Rue Bouffier, 26000 Valence, France",44.933395,4.894732,"Horaires: 15H00-18H30
Livraison à domicile possible sur Valence et dans un rayon de 15 kms autour de Valence.
Tél: 04 75 55 50 67 
NB: Pour laisser un message afin d'être recontacté : 06 08 99 69 59"
Valence,Boulangerie Pâtisserie Serre SARL,"13 Grande Rue, 26000 Valence, France",44.933716,4.891087,"Horaires exceptionnels: 
Matin de 7h15 à 13h15
Après-midi 16h15 à 17h15"
Valence,Boucherie Simonian,"Place du Présidial, 26000 Valence, France",44.932014,4.8895564,"Horaires exceptionnels: FERME APRESMIDI 
Ouverture de 7h à 12h30"
Valence,Merveill'Home,"5 Rue Jeu de Paume, 26000 Valence, France",44.932377,4.894222,"Commande en ligne sur le eshop www.merveill-home.com/shop
Livraison à domicile (dépôt des commandes dans le hall de votre immeuble ou derrière votre portail en maison individuelle sur rdv, envoi de sms une fois le dépôt effectué pour que vous récupériez votre colis)"
Valence,Carbone Zéro,"24 Rue Denis Papin, 26000 Valence, France",44.928673,4.893174,"Horaires exceptionnels: 
Mardi au Vendredi de 9h à 12h00"
Valence,day by day - Mon épicerie en vrac,"48 Rue Madier de Montjau, 26000 Valence, France",44.93272,4.893242,
Valence,O'CANEO,"124 Avenue de la Libération, 26000 Valence, France",44.906498,4.885457,"Alimentation chiens et chats et accessoires chiens, accès réduit au magasin pour limiter les risques. 
Horaires du lundi au vendredi 10h-13h // 16h-19h
Samedi 10h-15h"
Valence,KALAO,"Plateau des Couleures, Place Jean Rostand, 26000 Valence, France",44.950417,4.926188,"Lundi de 14h à 19h
Du mardi au samedi de 9h à 19h
04 75 56 94 20"
Valence,Carrefour Express,"122 Rue Châteauvert, 26000 Valence, France",44.9201,4.8990483,
Valence,Mairie de Valence,"1 Place de la Liberté, 26000 Valence, France",44.933163,4.892158,"L’Hôtel de ville et le service d'état civil sont ouverts du lundi au vendredi de 9h00 à 17h00. Merci de privilégier les échanges téléphoniques et les formulaires du site internet.
Contact : 04 75 79 20 00
Les actes traités en priorité : actes de naissance, décès et mariage.
+ d’infos sur www.valence.fr et facebook
 
+ les plages horaires à modifier :
lundi 9h – 17h
mardi 9h – 17h
mercredi 9h – 17h
jeudi 9h – 17h
vendredi 9h – 17h"
Valence,My Little Warung Valence,"4 Grande Rue, 26000 Valence, France",44.93405,4.8909516,"PROVISOIREMENT FERME
"
Valence,"La Valentinoise, Brasserie artisanale de Valence","11 Rue Sabaterie, 26000 Valence, France",44.933723,4.890467,"Pendant la période de confinement, La Brasserie propose un service gratuit de livraison des bières à domicile pour l'agglomération de Valence. Vous pouvez passer commande via le site internet : www.brasserielavalentinoise.fr ou sur FB : La Valentinoise, bière de Valence."
Valence,La Ferme Maubourg,"Rue Servan, 26000 Valence, France",44.933147,4.9015517,Horaires d’ouverture de 9h00 à 19h00
Valence,Lidl,"153 Avenue de Romans, 26000 Valence, France",44.93481,4.9067645,
Valence,Chez Gayane,"97 Rue Denis Papin, 26000 Valence, France",44.92212,4.890659,"OUVERT DU LUNDI AU SAMEDI SOIR A PARTIR DE 18H 30
SPECIALITE LIBANO ARMENIENNE A EMPORTER OU LIVRER A DOMICILE SUR UBER EAT
TEL 09 50 89 22 41 OU 06 64 09 63 66"
Valence,Pâtisserie Chocolaterie Traiteur Paris Friand COLOMB Frédéric Valence,"5 Rue des Alpes, 26000 Valence, France",44.92982,4.8955874,"Horaires d'ouverture:
Ouvert du Mardi au Samedi de 8h15 à 13h30 et de 15h15 à 19h00 et le Dimanche de 8h15 à 13h00
Téléphone : 04 75 42 37 82"
Valence,Pâtisserie Boulangerie MOUGEL,"22 Avenue Pierre Semard, 26000 Valence, France",44.92822,4.89187,"Horaires exceptionnels: 
Ouverture de 7h à 12h30"
Valence,Green'Box,"15 Place St Jean, 26000 Valence, France",44.93412,4.891269,Pour l'instant pas de changement. 
Valence,Carrefour City,"58 Rue Madier de Montjau, 26000 Valence, France",44.932636,4.893808,"Horaires exceptionnels: 
Ouverture de 7h à 19h45"
Valence,Le Pain de Sucre,"95 Avenue Sadi Carnot, 26000 Valence, France",44.932964,4.8963423,"Horaires exceptionnels: 
Ouverture de 6h à 13h tous les jours"
Valence,Carrefour City,"164 Avenue Victor Hugo, 26000 Valence, France",44.922253,4.8864355,"Horaires exceptionnels: 
Ouverture de 9h à 20h"
Valence,Smokys Pizza,"28 Avenue Pierre Semard, 26000 Valence, France",44.92818,4.892267,"Ouverture jusqu'a minuit:
Choisissez en ligne et commandez par tél au 04.75.44.26.26 ou passes par les plateformes de livraisons UberEats Delivroo

"
Valence,Biocoop Victor Hugo,"333 Avenue Victor Hugo, 26000 Valence, France",44.915623,4.885506,"Nous restons OUVERT avec les mêmes horaires!
Contact: 04 75 85 61 87"
Valence,Maison de la Presse Valence,"8 Place Aristide Briand, 26000 Valence, France",44.92876,4.8896823,"Nouveaux horaires 
Ouverture de 6h00 à 15h00"
Valence,MONOPRIX,"2 Avenue Pierre Semard, 26000 Valence, France",44.928493,4.8907866,Pas de changement d'horaires pour le moment
Valence,Honorin Boulangerie,"10 Place Aristide Briand, 26000 Valence, France",44.92872,4.889835,Fermeture à 15h00
Valence,Maison Pognes Nivon,"17 Avenue Pierre Semard, 26000 Valence, France",44.928505,4.891897,"Changement d'horaires
Ouverture de 6h00 à 13h00"
Valence,gramme et kilogramme,"6 Grande Rue, 26000 Valence, France",44.93385,4.8908362," INFO - Gramme et Kilogramme reste ouvert mais sera fermé dès 18h00 !! tous les soirs (pas d'autre changement d'horaire pour le moment)
- Privilégiez le paiement CB et sans contact.
- Pensez à apporter vos sacs/paniers/cabas dans la mesure du possible.
- Laissez une distance d'au moins 1 m entre chaque personne.
- L'accès au magasin sera limité sur les périodes d'affluence, nous vous demanderons peut-être d'attendre un peu dehors.
Il n'y a aucune rupture annoncée, donc pas besoin de trop stocker...
Soyons toutes et tous responsables les uns des autres pour passer ce moment difficile et nous avons confiance en vous pour que cela se fasse dans les meilleures conditions possibles.
"
Valence,Chamas Tacos® Valence,"7 Avenue du Champ de Mars, 26000 Valence, France",44.928463,4.889071,Fonctionne seulement avec les plateformes de livraisons (UberEats / Delivroo)
Valence,"Office Notarial de Maître Cédric VALHIER, Notaire à VALENCE","82 Avenue de Romans, 26000 Valence, France",44.934036,4.9053593,Disponible par email & telephone
